text_a	text_b	label
成龙车祸死亡现场图片	日本研发出纳米胶囊可杀伤癌细胞	unrelated
价值百万的深圳户口是如何练成的，推荐广大深圳市民阅读	有了深圳户口至少赚180万？2018最新入深户大全…快收藏！	unrelated
清远大学城女生被强行掳走上车	转发节庆图片暗藏钓鱼程序？民警辟谣：只有图片文字无法骗财！	unrelated
早上吃金苹果，晚上吃毒苹果，苹果真不能晚上吃吗？	早上金苹果，中午银苹果，晚上毒苹果”，什么时候吃苹果最好？	unrelated
国内二价宫颈癌疫苗真的是国外淘汰的产品吗？	辟谣｜网传“宫颈癌疫苗致死致残”，吓唬谁呢？	unrelated
红枣泡一泡，每天吃10颗，清除身体癌细胞，一辈子远离癌症！	南京银隆被查封 河北银隆大面积停产 董明珠要发飙了！	unrelated
丈夫前妻回国还住进了自己家里？蒋欣这后妈不好当啊！	蒋欣当后妈教训女儿堪比宫廷争斗戏，句句带刺不留情面！	unrelated
情况通报辟谣	近日，又有谣言散布“葡萄皮上白霜是农药”	unrelated
减肥并不难，每天这样做，轻松减脂瘦身，看一遍就能瘦	卓别林1928年电影中惊现使用手机的妇女	unrelated
喝白开水的好处多多，但是白喝水这样喝却能喝出癌症！	喝白开水不能乱喝，当心喝出癌症（值得收藏）	agreed
惹怒网友，圣诞节马蓉扬言送王宝强绿帽子	当天是圣诞节马蓉再作祟，说要送王宝强一顶绿帽子，惹怒网友	agreed
女儿五岁不会说话，深夜听见婆婆一声大叫，爸爸妈妈立刻往外跑	没查清就说我是”罪犯“的女儿，曾宝仪诅咒谣言诽谤者全家……	unrelated
手机忘记密码，不用去刷机了，自己在家就能开机了	手机忘记锁屏密码？教你轻松2步搞定，不用刷机	agreed
男子网上冒充“西藏公安”散布“偷小孩”谣言被抓	失踪小孩被割肾？蓝山两网民散布谣言被行政拘留	unrelated
继家暴风波后，何洁携子录亲子节目，孩子嚎啕大哭：我要爸爸！	《不可思议的妈妈2》七宝做教育示范 何洁发文斥谣言放大误读	unrelated
竞争最惨烈的公司成全球估值最高的 程维揭秘滴滴背后的核心能力	出租车包围载孕妇滴滴车？官方：与事实不符！谣言！	unrelated
多吃土豆能减肥通便，但这一种土豆千万不能吃，严重则会致死！	缉毒警被折磨致死？公安部辟谣：有些事情不能容忍是有道理的	unrelated
生命线看寿命，生命线预示生命危机，会看的人才能把握命运	生命线竟能看出人的寿命？一招告诉你生命线是咋回事！	agreed
各位车主请注意！明年车要配备反光背心！	车主注意！1月1日起，所有车辆必须配备——反光背心！	agreed
膝盖疼别乱花钱了，菜场上抓把韭菜胜过十副药！快点告诉需要的人	膝盖疼有救了，6根韭菜有奇效，用一个好一个，为家有人转发收藏	agreed
怀孕了想知道是男孩还是女孩，这几种方法可以看出来	怀孕后多用手电筒照肚子，就能让孩子视力变好？你进入了谣言的坑	unrelated
网警辟谣｜微信群传播保定博野“有人偷孩子”系谣言！	镇江家长注意啦，镇江朋友圈流传100多人偷孩子挖器官系谣言	unrelated
李易峰吴昕恋情曝光疑似同居，赵丽颖：关我什么事？	这些细节看出赵丽颖、陈伟霆又爆出恋情了？	unrelated
微信不上传个人真实头像会被锁群	辟谣：网传中国网络监控清理关闭微信群当然是假的	unrelated
独生子女将无法继承父母房产？大家来看看	独生子女不能继承父母全部房产了？	agreed
范冰冰独自逛街 曝李晨范冰冰已领证结婚	李晨输掉千万是谣言！网友爆料范冰冰不想回国是在美筹备婚礼	unrelated
厨房抓一把花椒加上它，前列腺炎一次见效，10天断根	一把花椒，治好了11年的前列腺炎，1天见效，7天断根不复发！	agreed
洗头发加了点这个东西，白发很快自然变黑发，再也不用去染发了	洗头发加点它，白发很快自然变黑，再也不用染发了	agreed
女人早晨吃水果营养最好	早晨吃水果 营养最好	agreed
王凯蒋欣恋情曝光，热聊旁若无人，蒋欣发微博甜死众人	有情人终成眷属！蒋欣王凯宣布恋情，这次是真的，绅士手都没了！	unrelated
网曝一物业提示街头赠送的钥匙扣藏追踪器 警方称未发现此类案件	网传“精美钥匙扣系追踪器”已被证实为谣言	unrelated
杂粮虽好这5类人却不能多吃一口！吃多反而有害健康！	谣言：孩子应该多吃粗粮	unrelated
“还我陶院！”景德镇突发事件，学生集体抗议学校“被卖”	老校区6亿元被卖?景德镇陶瓷大学辟谣：系独立学院改设 已暂停	disagreed
筹码分布选股法，字字有料，背熟6句你也可赚钱	技巧讲解：筹码峰选股技巧 选出逆势上涨的强势股	agreed
自动挡汽车停车后先熄火还是先挂P挡？	停车要先挂N挡，再挂P挡	unrelated
北京、武汉等多城市暂停投放共享单车	北京市消协辟谣：暂未发布共享单车比较实验结果	unrelated
大蒜去皮小妙招，不用手剥不用刀拍，一分钟能去皮一大盘，超实用	辨别地沟油就是这么简单，一个大蒜子，这方法不知道太可惜了	unrelated
大鑊了！研究報告指：Wi-Fi 對BB 影響超預期	手机辐射对孕妇影响大-孕妇减少手机wifi辐射影响的措施	agreed
不吃主食就能减肥？	你还在不吃主食减肥吗？错了！要这样吃着食品减肥	unrelated
林心如女儿“小海豚”真名终曝光，不料霍建华称更爱妈妈？狂撒糖	林心如女儿近照曝光，现在的小海豚长这个样子，难怪一直不公开！	unrelated
涉“南方电网”不实言论及图片视频疯传 广州警方：系捏造	朋友圈传出陕西化工厂闪爆虚假视频 造谣者已被警方带走	unrelated
「特别关注」4月1日起，驾考将有大变化！	4月1日起保费要贵起来？保监局辟谣：引用文件根本两回事	unrelated
今日财讯：新试剂可一滴血测癌症，中国航空公司晚点率居全球第一	劳动节看劳模，科研付出造就一滴血可测癌症	agreed
洋葱疲软的杀手，只花不到5毛钱，两天硬邦邦，吃了都变硬！	洋葱疲软的杀手，只花不到4毛钱，两天硬邦邦，吃了都变硬！	agreed
一心只想嫁富商？“背叛”刘德华多年退出演艺圈，如今终于获原谅	张柏芝和关之琳在梅艳芳葬礼做了啥 以至被骂多年网友还不肯放过	unrelated
网络女主播夜宿故宫视频引关注：单霁翔——如此视频传播伤害故宫	“夜宿故宫”女主播含泪道歉 3D揭营收200亿直播乱象	agreed
无证驾驶摩托车 八人被行政拘留	溧水摩托无证驾驶要拘留	unrelated
胖一个夏天是怎么样的体验？丢你“负卡路里食物”，只能帮这了	肚子赘肉多，腰粗肥壮？每天吃点负卡路里食物，45天“小一号”	agreed
打蜡苹果真的致癌吗？	农村的这种杂草，可治疗痛经、活血化瘀，女人的家里都备点	unrelated
口臭严重竟说明肝有问题！快吃这些食物为肝脏“解解毒”	夏天多吃丝瓜这个菜，消暑解毒，还保护肝脏健康	unrelated
文章骂儿子，夺门而出，文章：“反了！谁是爹，谁是儿子啊？”	2018即将面临30年来最大失业潮，倒闭潮的危机！震撼73	unrelated
江疏影带张嘉译参加同学聚会，炫富模式开启	江疏影带张嘉译参加同学聚会，炫富模式开启！	agreed
光天化日之下抢小孩 20180523	太猖狂！监控实拍光天化日之下抢小孩，家里有孩子的一定要注意了	unrelated
岳云鹏和儿子不用做亲子鉴定	带孩子做亲子鉴定的五位男星，谢霆锋可以理解，汪峰“不自信”？	unrelated
内蒙古锡盟东乌旗发生地壳推移，俗称走山	锡林浩特市东乌旗发生地壳挪移变迁	agreed
《安利全集2》晚上运动等于慢性自杀？微信：FC54116	晚上运动等于慢性自杀？微信：109388230	agreed
范冰冰弟弟近照曝光，网友：洪金宝儿子真心帅？！	李晨范冰冰下月在北京举行婚礼？	unrelated
世界上最“缺”男人的三个国家，成堆美女愁嫁，你喜欢哪一个？	糖尿病病友们要嘴下留心，这些小食材才是高血糖的“克星”	unrelated
农村老大爷教你一招，家里苍蝇来一只灭一只，再也不受苍蝇的干扰	小姐姐教你一招，家里苍蝇来一只灭一只，再也不受苍蝇干扰！	agreed
以史为证日本如果不被赶走，将是中国的第57个民族	中国第57个民族竟然藏在宜宾？99%的人都不知道……	unrelated
知情人爆白百何陈羽凡分居未办离婚手续！《人民》导演不拍续集？	离婚后白百何衣品乡土味，陈羽凡看到之后不知怎么想？	unrelated
社保新消息！这部分人医保个人账户又涨钱了！真实惠！	医保账户里的钱10月就能取了 ，这些事天津居民得提前做！	unrelated
年度最搞笑！南宁一高校冬训中暑3人	南宁一高校冬训，结果三名学生中暑	agreed
农村房屋“限高令”，超过这个高度的农房要处罚，严重可能要坐牢	农村房屋“限高令”一出，超过规定高度，要做好准备了	unrelated
上海松江城管强拆民房，打工者何去何从	城管打人致死	unrelated
皮皮虾“注胶”只是虾黄虾膏 吃货们不要担心	网传皮皮虾被人为注胶增重 专家辟谣：那是虾黄虾膏	unrelated
发芽的土豆千万不要吃,还有这些也是	生活妙招 发芽的土豆不能吃，但是用途也很大	unrelated
晨起第一杯水这样喝延寿20年，大肚腩还小了排肠毒治便秘！	谣言：喝水的最佳时间，多喝不如不喝	unrelated
肾乃百病之源，花椒加点它，一次见效，10天永不复发！	肾乃百病之源，一把花椒加上它，2次就见效，7天不复发	agreed
农村这4项补贴属农民所有，谁阻拦不发谁就摊上事了！	火箭少女合力破谣言，美岐接二连三摊上事，最开心的要属杨超越了	unrelated
晚上入睡难，用这个失眠方法，让你一觉到天亮	谣言：失眠的后果很严重	unrelated
吃蟾蜍可治皮肤病，甚至癌症？	杜海涛自爆想当爸爸后、与女友一起录节目，沈梦辰撞脸4千年美女	unrelated
杨钰莹终于要结婚了，老公是有名的星二代，希望她们能幸福	45岁杨钰莹终于要结婚了，两人早已领证，新郎竟是有名的星二代	agreed
惊呆！大学生娶同学妈妈 年龄相差34岁	大学生娶同学妈妈 年龄相差三十四岁！	agreed
手机如何不root就能查看已连WiFi密码？	一招查看WiFi万能钥匙破解的WiFi密码？	agreed
不吃晚饭是乱减肥，健康饮食才是硬道理	不吃晚饭能减肥吗？不吃晚饭有害身体健康	agreed
沐浴乳含有的paraben使用十年恐诱发乳癌	奇闻异事：揭秘不明飞行物目击事件之男子坐车跟拍巨大UFO航母	unrelated
农村新政策出台，这些农民将面临巨额罚款，这些农民却有补贴拿！	农村新政策出台，这些农民要缴纳罚款，这些农民能领到补贴了	agreed
健十教你如何预防和改善高血压问题	高血压该如何科学饮食？有预防高血压作用的蔬果	agreed
大蒜和白酒这样吃，比19岁还凶，三天老婆更爱你，比牛鞭还补	大蒜和白酒这样喝，比19岁还凶，三天老婆更爱你，比鹿鞭还补！	agreed
明察｜四川宜宾警方：“枪击爆头视频”是拍电影，非枪击案	辟谣！网传“宜宾东街一男子疑似偷小孩被抓”情况不属实	unrelated
白百何发文“hi，你来了”疑怀二胎，医馆调理身体获神秘男陪伴	白百何疑似怀二胎，小腹微微隆起跟陈羽凡一起现身机场！	agreed
生姜擦头皮可生发 一天几次能有效？	辟谣！生姜真的能生发吗？	unrelated
手机掉水里？这样做1分钟正常开机！	手机进水不要慌教你正确处理手机进水	agreed
腰间盘突出不花一分钱，一块仙人掌轻松去根不复发，治一个好一个	腰痛，腰间盘突出，不用手术吃药，一块仙人掌一块姜 轻松治断根	agreed
喝可乐等于慢性自杀？其实我们都被骗了！	隔夜茶喝了会致癌？可乐会杀精？谣言	unrelated
终于讲到祛痘的问题了！DIY芦荟蜂蜜面膜（美白，祛痘）	自制芦荟蜂蜜面膜 坚持睡前抹脸 美白祛痘绝对有效	agreed
乐视会因负面消息而退市吗？	乐视老板娘辟谣“贾跃亭海外信托”，称顾颖琼博士有组织有预谋	unrelated
惊呆！大学生娶同学妈妈 年龄相差34岁	大学生娶同学妈妈 河南21岁小伙恋上55岁中年大妈	agreed
宁泽涛拒绝退役，欲离队单飞，上演王者归来！	宁泽涛重返国家队？相关人辟谣：仍在海军队训练	unrelated
深圳钉子户拆迁获赔1.3亿？中介被抓？	河北警方：晋州“黑水”浇地为谣言 编造地下水污染者被拘	unrelated
南京苏宁球迷上吊自杀	临沂春节期间气温-20℃？-18℃？网警辟谣	unrelated
iPhone Xplus曝光？和iPhone X有什么区别？	iPhoneX Plus信息全曝光！性能逆天，价格有惊喜！	agreed
“夫妻癌、兄弟癌”，癌症真的会传染吗？	你知道吗，这些癌症会“传染”？每年200万人因此不幸患癌	unrelated
穷人的机会来临，2018抓住这三大行业傻子都能赚钱	穷人的机会来了，2018抓住这五大行业，傻子都能赚钱！27	agreed
相声演员曹云金豪宅曝光，光冰箱就有五个，有钱就是任性	曹云金豪宅内景曝光	agreed
想要胎宝宝皮肤白，睫毛长，视力好，准妈妈们努力这样吃！	多吃水果就是对胎宝宝好？准妈妈都被这些谣言坑惨了！	unrelated
刘强东下令，用头等舱空运阳澄湖大闸蟹过来，请员工免费吃	刘强东下令，请员工免费吃！用头等舱空运阳澄湖大闸蟹过来	agreed
什么样的手机号能发财？（数字与命运）——连写第14篇	什么样的手机号能发财？（数字与命运）——连写第13篇	agreed
它是公认的乙肝克星，每天喝一杯，保肝护肝更健康	农村常见中草药，乙肝病毒的克星	unrelated
草莓竟成最“脏”水果？这让爱吃草莓的朋友们怎么活！	草莓最“脏”？流眼泪能排出毒素？这些谣言你中招了吗	unrelated
网传西瓜和桃子同时吃会致命？网友以身试毒，结果……有点撑	科学辟谣——水果越酸VC含量越多？	unrelated
九月起农村这五项费用全取消，农民能得到多少实惠	农民工注意：9月1号起农村3项费用取消，农民省大钱了！	agreed
睡前来点白酒，解决像怀孕的大肚子，一用一个瘦，瘦到停不下来！	肚子大得像怀孕？睡前来点白酒，一用一个瘦，瘦到你想胖！	agreed
网传“峡山火灾烧死多人”事情真相是这样子的~	网络造谣赣榆发生一起车祸 男子被行政拘留！	unrelated
王大治前妻爆料董洁插足她和王大治的婚姻，我的天，董洁的品味	王大治老婆发文怒撕董洁，实锤太多人设崩塌，网友评论三观尽毁！	agreed
奇闻:黄金鱼身体含24克拉纯金	台湾海域发现“24克拉纯金”的黄金鱼	unrelated
娃娃菜蘸了甲醛防腐，会致癌 还能不能好好吃菜了！	「辟谣」火锅煮久了会让人中毒？这些谣言你还在信吗？	unrelated
别小看这张贰圆纸币，价格涨了十几倍，都说它是币王车工的接班人	1990年50元纸币值多少钱第四套人民币50元价格烦翻4倍	unrelated
你还在犹豫要不要收藏第四套人民币吗？现在的价格已翻涨多倍！	第四套人民币价格暴涨，要不要收藏？	agreed
网传广西理科第一名709分奖金100万	去年教师节合肥朋友圈疯转的送礼谣言，你们还记得吗？	unrelated
只需每天饭后一杯“刮油水”，大肚腩消失，体重瘦回两位数	陈坤微博称“董洁是我的”，网友：我们早就知道了！	unrelated
孩子得白血病的症状有哪些	九成白血病患儿家庭半年内装修过？又双叒叕要辟谣了！	unrelated
农村金融天才受邀央视财经：仅靠此“炒股口诀”迎得61次掌声	农村金融天才受邀央视财经：仅靠此“炒股口诀”迎得64次掌声	agreed
最缺男人的国家，美女泛滥！堪称现实中的“女儿国”！	全球最缺男人的国家	agreed
明年起，农民不用补交也能拿近千元了！农村的养老保障终于来了！	西瓜也分公母，看这个地方保熟，秒变挑瓜高手	unrelated
如果爆发丧尸病毒，该怎样活下来？	今晚津京冀地区8点到凌晨6点有间接性地震为谣言	unrelated
中国高铁每年亏损！连银行利息都还不起 美国坦言：无法理解	谣言！中国高铁大半都在亏钱，仍在硬着头皮建新的？	unrelated
农村养老金一次性补缴15年，农民到底能够拿到多少钱？	辟谣！六安老师一次性补发9万元！多方证实，这是谣言！	unrelated
农民要注意！这几种人的农业补贴将被永久取消，看看有你吗？	2018年，这几类农民将被取消农业补贴和扶贫补贴！	unrelated
北京又上演现实版“寂静岭”，谁才是雾霾背后的罪魁祸首？	争议“湿法脱硫”：谁是造成雾霾的“罪魁祸首”？	unrelated
李嘉诚没有彻底退出房地产，万达为什么要宣布彻底退出？	最近王健林为什么要宣布万达退出房地产, 难道房子不赚钱了吗？	unrelated
腰间盘突出不花钱，一把艾叶艾草轻松搞定，1次见效，3天断根！	方法公开：一把艾草加醋热敷，7年腰椎间盘突出3天见效！不复发	unrelated
确定了！《微微一笑很倾城2》女主不是郑爽，而是她	泡脚水里丢一小把它，能够逼出20年湿毒！腰细了，肚子也平了！	unrelated
歌坛又一歌后患癌病逝，留下这首千古绝唱，葬礼上韩红悲痛抹泪	农村男孩突然变成了狼娃，偷吃家里活的鸡鸭，晚上喜欢跑到山上	unrelated
网传重庆观音桥又起火系谣言	网传“当阳玻璃厂落雪砸到一个小孩”系谣言！	unrelated
珍品赏析——广东省造光绪元宝双龙寿字币	湖北官钱局｜光绪元宝湖北省造（铜币），精品赏析	unrelated
林丹事件的背后隐情逐渐浮出水面，谢杏芳首谈原谅林丹出轨原因	谢杏芳上节目晒儿子视频 并首度详谈自己原谅林丹的原因	agreed
网爆王思聪谈门当户对追求马化腾女儿，网友：换口味啦？	马化腾独生女被王思聪表白？纯属谣言！马哥表示严查到底！	unrelated
白发变黑发很简单，只要用淘米水加它，不用再去染发	不管多凶的白发，淘米水加它这样洗，8分钟都变黑，一世不染发	agreed
别再尝试登月了，物理学家霍金警告，月球背面都是外星人	辟谣：霍金曾警告月球背面有外星人！	unrelated
养老金上调最新消息：满洲里市2016年养老金已经调整到位	老人领养老金与子女参保缴费挂钩？市人社局提醒这是谣言！	unrelated
减肥并不难，这样做，刮油排毒，肚子上的赘肉扫光光	173斤减到93斤，坚持每晚一杯，刮油排毒，帮你迅速减重	unrelated
微信公众号怎么拉黑粉丝？	别转啦：微信疯传“多少人拉黑你”是假的	unrelated
毛孔粗大皮肤就特粗糙，一招坚持28天做个白美人	婆婆自觉皮肤好又年轻，取笑儿媳妇是黄脸婆毛孔粗大，不保养自己	unrelated
王鸥“小三“传闻现身 称没有的事 问心无愧	李小璐认错回头，遭贾乃亮无视，而贾乃亮却给“小三”王鸥公主抱	unrelated
冰箱里打死都不能放的6种食物，拿出来就得扔，大多主妇却还再犯	打死都不能放冰箱里的6种食物，拿出来就得扔，许多主妇却还再犯	agreed
岛国奇葩“黑鸡蛋”，吃了能增加人的寿命，一般人买不起	女人吃鸡蛋并非“多多益善”	unrelated
曾是邓丽君接班人，以一曲红过那英，不听话被封杀，50岁还单身	骂完刀郎那英后悔了，险些被王校长封杀，隐藏多年的秘密也被曝光	unrelated
懒人21天快速减肥法 轻松甩肉?减肥?不反弹	晚上不吃饭能清理体内垃圾？更年期女人必须清楚的晚餐4大谣言！	unrelated
根据动物行为可以预测地震	科学家记录地震前动物行为确认动物可预测地震	agreed
可怕!央视曝光:这种纸巾,或致儿童白血病。	魔法之吻提醒您劣质纸巾极可能是造成儿童患白血病的原因之一	agreed
想要儿女双全？三种方法，教你如愿生男生女	重大发现 真的可以决定生男生女 这次我们不说迷信只讲科学	agreed
刘明炜高考准考证丢失	网传“刘明炜”的高考准考证丢了？是谣言！	disagreed
UFO最真实的视频现场！外星人真的存在吗？	蜂蜜加它快速减肥，十天小肚腩没了，闺蜜还以为我去整容了，哈哈	unrelated
恐怖！男子在野外遭到恶灵攻击，吓着我都不敢去了	男子声称野外发现“狼人小孩”，事情越传越邪乎，不得已澄清真相	unrelated
《小李飞刀》风华绝代林诗音，陷整容传闻，与赵雅芝同框不忍直视	62岁婆婆为初恋想成26岁赵雅芝，花费200万整容，成了这样	unrelated
4月29日定远隧道车祸引发爆炸	把生姜贴在肚脐上，奇迹发生了，7天瘦3斤，永远告别便秘	unrelated
卡佩罗已经向江苏苏宁请辞，中超外教失宠土帅将逆袭？	本报独家辟谣意媒！卡佩罗稳留苏宁	unrelated
脸长斑，老专家给你一杯‘茶’轻松去除色斑黄褐斑，美白又养颜	中医专家巧献妙方，解决面子问题，美白养颜又祛斑效果看得见	unrelated
王思聪碰上赵薇也要礼让三分，他却敢当众打赵薇耳光，这人是谁？	热水泡脚还有这些危害？赶快看看，别再误伤自己！	unrelated
冰箱里打死都不能放的4种食物，拿出来就得扔，吃了等于慢性自杀	万万不能在冰箱存放的3种食物！对身体特不好！你家中招了吗？	agreed
云南建水城管对小贩拳打脚踢？实为张冠李戴	海口渔家乐偷排污水致“连理枝”死亡？环保等部门核实辟谣	unrelated
女朋友视角下的易烊千玺实在撩人，不多，我也只看了99遍而已！	明星亲子装大PK，我最服李小璐！昆凌二胎是男孩	unrelated
农村养老保险可以一次性补缴？东阳市农保处这样告诉你	梧州网警辟谣：被征地农民可办理养老保险一次性补缴？	unrelated
奶茶导致男人不孕不育的原因 奶精才是真杀手	奶茶喝多为何致男性不育？动画揭奶茶界潜规则	agreed
恐怖分子要去青岛放炸弹？五网民传播虚假恐怖信息被刑拘	编造“钱宝网”非法集资案件谣言，8名网民被警方行政拘留！	unrelated
相恋十周年，难道出现感情危机？谢娜清空张杰微博	张杰谢娜感情风波后，首次合体为他送祝福	unrelated
吹啤酒的借口来了，研究发现喝啤酒有助于提高记忆力	这汤要常喝，护心脏延缓衰老提高记忆力吸收好，特别是男士请多喝	unrelated
张翰出现新恋情？微博称“丫头，就是你了”	新恋情？张翰和张钧甯假戏真做？这一举动就能看出	agreed
李沁夏日清新沁人心脾，李沁疑似恋情曝光，真的不是邓伦啊	李沁魏大勋疑似公开恋情，邓论含泪送祝福	agreed
手指长短决定财富：这些手指太短不是吉兆，预示难发财！	手指长短可决定寿命长短	unrelated
农民挖祖坟，竟挖出“土地龙”圣物一克竟值千万，专家看傻眼了！	挖隧道挖出地下暗河 隧道逆流成河	unrelated
秦始皇苦苦寻觅的长生不老药，2015年被一农民无意中捡到	古天乐郭采洁坐实“恋情”? 网友再次表示汪峰好可怜	unrelated
夏天晒黑了怎么快速美白？天然小妙招 让你雪白玉肌亮出来	很多人不知道，淘米水是个宝，竟能够快速祛斑美白，斑点全无	unrelated
大蒜灭蚊比蚊香有效，安全又无毒，这个夏季家中一只蚊子都没有	灭蚊不用再买蚊香了，几瓣大蒜就能搞定了，效果比蚊香还管用	agreed
肉肉太多不用愁，一根香蕉，4天刮去7斤油，22天瘦了28斤	吃香蕉会发胖么？朋友每天吃三根，一个月后身体竟变成这样！	unrelated
据说柠檬水可以美白，真的吗？	「当当老师来辟谣」但凡美白产品都含有铅汞？NO！	unrelated
前夫无耻不要脸求复婚，姑娘爆出凄惨经历，涂磊怒骂：阴险的小人	涂磊：活该你是被你前夫抛弃，你就是狼心狗肺！	unrelated
猴年尾声“猴宝宝”扎堆出生 月嫂薪酬过万	猴年遇上二胎，兰州月嫂居然这么抢手！	unrelated
4亿年前有机械物体	4亿年前外星人制造的机械装置在俄国被发现	unrelated
安阳公共自行车车桩雨后漏电	车桩雨天电人为谣言 公共自行车桩电压仅14伏	unrelated
潭下三名未成年人在公平乡被绑架	不起眼的它是天然补肾食品, 每天吃一点, 补肾壮阳气血两旺	unrelated
刘德华，退出演艺圈，网友讨论鹿晗，黄晓明谁能接班？	张柏芝在梅艳芳的葬礼上做了什么？被后人痛骂	unrelated
杨蓉步张檬后尘，也整容失败了，满脸玻尿酸苹果肌好夸张	《钟馗捉妖记》播放量破2亿，杨蓉频繁晒素颜力破整容谣言	unrelated
航空路菜场今天查到病牛肉？谣言！	航空路菜场今天查到病牛肉？谣言！	unrelated
疱疹性咽峡炎来袭！孩子如何才能避开它？	孩子得了疱疹性咽峡炎，怎么进行家庭护理？	agreed
电力专家醉酒说漏嘴：插座放一‘物’,一年电费能省1000元！	供电局表姐偷偷告诉我：插座放一“宝贝”，一年居然能省上千电费	agreed
新房甲醛超标很严重？甲醛最怕的2个土方法，一周就可以住新家	甲醛清除剂可以一次性清除甲醛？十种方法，九种谣言	unrelated
感冒捂被窝出汗好吗？感冒后这些事情千万不要做	曹云金郭德纲撕逼后豪宅首曝光 邵沛设计“笑看风云”一语三关	unrelated
《前半生2》女主不是马伊琍，另换其人？	食物两两相克 切记这几样不要一起吃	unrelated
湿气“死对头”，早上吃一点，湿气就能一扫而光，大肚腩也下去了	湿气“死对头”，早上吃一点，湿气就能干干净净，大肚腩也变没了	agreed
业主们注意！这8种情况可拒缴物业费啦！还可能“领红包”	物业：这些情形业主可拒缴物业费！还有不少钱可向物业要	agreed
小东西大作用，每天洗脸加一点点，让你皮肤更加有弹性	春天洗脸的正确方法，女士喜甜男士爱盐，让皮肤一天天白起来	unrelated
看一眼就得红眼病？医生：纯属谣言	子虚乌有！打脸BBC 伊朗封杀《部落冲突》纯属谣言！	unrelated
生活小妙招-鱼刺卡喉咙一招搞定	鱼刺卡到喉咙别再喝白醋了，教你一个非常实用的方法，轻松搞定	agreed
娱乐圈十大最爱国的明星：姚明拒绝代言，最后一位霸气又给力	姚明被赞当年拒签丰田1.6亿代言合同，为何女儿却入美国国籍？	unrelated
手机一格电，辐射1000倍？	可怕！手机快没电时打电话，辐射竟会猛增千倍？	agreed
公公强吻儿媳后两家人现场斗殴？现场视频系张冠李戴	因18万彩礼，潍坊母女跳楼？警方出面辟谣	unrelated
网传飞机撒药治白蛾 乌鲁木齐园林部门回应：假消息	旧谣新传！飞机撒药治白蛾 泉州园林微博再次辟谣	unrelated
狗狗生下一人形怪物，这到底怎么了？	在一个贫困的小山村，狗狗生下一人形怪物，这究竟是什么回事？	agreed
三天暴瘦十斤！！！	三天暴瘦十斤的秘密	agreed
桃子也分公母，公桃更甜，看准这个地方，包你挑的个个都是公桃子	桃子难分公母，公桃子更甜更好吃，教你一招，个个都是公桃子	agreed
白头发越来越多，洗头时加点它，白发自然变黑发	白头发不要染，洗头水里加这几物，头发自然变黑，从此不要染发！	agreed
服用灵芝孢子粉治疗多种疾病	灵芝孢子粉 提高免疫力 治疗癌症等各种疾病	agreed
万万没想到，这些蔬菜可以防癌抗癌	3种防癌抗癌的保健蔬菜，特别是莴苣还能防治便秘！	agreed
网络女主播夜宿故宫视频引关注：单霁翔——如此视频传播伤害故宫	女主播自称夜宿故宫直播慈禧床榻 盘点那些奇葩直播	agreed
丈母娘上门谈判李小璐离婚，贾乃亮母亲彻底撕破脸皮	李小璐、贾乃亮离婚前夕才发现自己怀了二胎	unrelated
关晓彤表白李易峰被拒后，更会搭配了，一起跟她学习青春叛逆搭配	关晓彤表白李易峰被拒绝，如今亲密合作能否擦出火花？	agreed
美国宇航员在月球上发现巨型外星人飞船和大量尸体	美国宇航员在月球上发现巨型外星人飞船和大量尸体，回国后被禁言	agreed
秦俊杰袁冰妍举止亲密	经常熬夜最伤肝脏，这3种食物要多吃，减少肝脏损伤抗疲劳！	unrelated
可怕的不是拉丁舞导致性早熟！诱发性早熟的真凶是它！	"网上热传""女孩跳拉丁舞会导致性早熟"" 医生辟谣！"	disagreed
U23亚洲杯空场已达6场！亚足联连发三微博向中国球迷示好	韩媒辟谣：没求中国阻击乌兹别克斯坦！中国队自求多福吧	unrelated
经常在外偷人的女人逃不了这四个表现	女人，偷过人后的8个表现，最后一个很准！	agreed
咳嗽不用止咳药，只此一招，便能去根！	任何咳嗽，不用止咳药，只此一招，便能去根（值得一试）	agreed
汕头5月1日后房产限购限贷	九成家庭都在使用的这种筷子，可能含一级致癌物！看完赶紧扔了吧	unrelated
会计从业资格证是真的取消了吗？为什么？	辟谣｜NAATI报考事宜将一切正常，并无取消之说，大家请放心	unrelated
孕妈除了吃核桃补脑，这3种食物也是补脑佳品！而且都很便宜！	喝六个核桃补补脑	unrelated
2018年互联网暴利创业项目，选对创业项目赚钱只是一个数据	今日头条产品负责人：抖音独立融资为谣言	unrelated
秋季减肥从饮食入手 一天多瘦一斤	警惕！晚睡可能会导致不孕不育 晚睡带来的危害非常大	unrelated
刘涛首度公开王珂破产后提出离婚的真正原因 真让人心疼	刘涛首谈老公王珂要和她离婚的内幕，心疼她！	agreed
成都太古里一男子跳楼身亡？又是移花接木的谣言	小寨有人跳楼？西安网警：系谣言 已口头警告	unrelated
农业户口将取消，农民要拿到这2个证，未来价值顶套房	农民注意：赶紧去办这2个证，起码价值20万，错过吃大亏	agreed
产妇坐月子不能吃盐？吃盐奶水少？专家教您科学坐月子！	「谣言粉碎机」坐月子哭眼睛会瞎？妈咪产后用眼别太任性	unrelated
「今日推荐」好消息！2018年农村这3项补贴直补到户！	2018农村最新粮食补贴及发放时间	unrelated
